precinct,votes american independents US House,votes conservative US House,votes constitution US House,G18DHOR,votes financial independence US House,votes for political revolution US House,votes green US House,votes independent US House,G18LHOR,votes make government work US House,votes new beginnings US House,votes nonpartisan US House,votes nsa did 911 US House,votes people's independent progressive US House,votes representing the 99% US House,G18RHOR,votes wake up america US House,votes we deserve better US House,votes women of power US House
"Essex County,Livingston 9",0.0,0.0,0.0,166.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0
"Essex County,Maplewood",0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,22.0
"Essex County,Maplewood 1",0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,7.0
"Essex County,Maplewood 10",0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,3.0
"Essex County,Maplewood 10th Cong",0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0
"Essex County,Maplewood 11",0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,7.0
"Essex County,Maplewood 12",0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,6.0
"Essex County,Maplewood 13",0.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0
"Essex County,Maplewood 14",0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,5.0
"Essex County,Maplewood 15",0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,2.0
"Essex County,Maplewood 16",0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,6.0
"Essex County,Maplewood 17",0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,10.0
"Essex County,Maplewood 19",0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,6.0
"Essex County,Maplewood 2",0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,9.0
"Essex County,Maplewood 20",0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,6.0
"Essex County,Maplewood 21",0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,3.0
"Essex County,Maplewood 22",0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,11.0
"Essex County,Maplewood 3",0.0,0.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,5.0
"Essex County,Maplewood 4",0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,11.0
"Essex County,Maplewood 5",0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,6.0
"Essex County,Maplewood 6",0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,6.0
"Essex County,Maplewood 7",0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,1.0
"Essex County,Maplewood 8",0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,4.0
"Essex County,Maplewood 9",0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,4.0
"Essex County,Millburn",0.0,6.0,0.0,628.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0
"Essex County,Millburn 1",0.0,3.0,0.0,272.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0
"Essex County,Millburn 10",0.0,2.0,0.0,296.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
"Essex County,Millburn 11",0.0,3.0,0.0,202.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0
"Essex County,Millburn 12",0.0,1.0,0.0,305.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0
"Essex County,Millburn 13",0.0,9.0,0.0,264.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0
"Essex County,Millburn 14",0.0,6.0,0.0,191.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0
"Essex County,Millburn 15",0.0,5.0,0.0,231.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0
"Essex County,Millburn 16",0.0,3.0,0.0,249.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0
"Essex County,Millburn 2",0.0,8.0,0.0,382.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0
"Essex County,Millburn 3",0.0,3.0,0.0,249.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0
"Essex County,Millburn 4",0.0,4.0,0.0,283.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0
"Essex County,Millburn 5",0.0,2.0,0.0,150.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0
"Essex County,Millburn 6",0.0,3.0,0.0,320.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0
"Essex County,Millburn 7",0.0,7.0,0.0,411.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0
"Essex County,Millburn 7th Cong",0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
"Essex County,Millburn 8",0.0,2.0,0.0,222.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0
"Essex County,Millburn 9",0.0,2.0,0.0,229.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0
"Essex County,Montclair",0.0,0.0,0.0,1276.0,11.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,18.0
"Essex County,Montclair 1-1",0.0,0.0,0.0,328.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0
"Essex County,Montclair 1-2",0.0,0.0,0.0,335.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
"Essex County,Montclair 1-3",0.0,0.0,0.0,367.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0
"Essex County,Montclair 1-4",0.0,0.0,0.0,438.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0
"Essex County,Montclair 1-5",0.0,0.0,0.0,361.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0
"Essex County,Montclair 1-6",0.0,0.0,0.0,250.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0
"Essex County,Montclair 1-7",0.0,0.0,0.0,280.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0
"Essex County,Montclair 1-8",0.0,0.0,0.0,291.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0
"Essex County,Montclair 1-9",0.0,0.0,0.0,382.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0
"Essex County,Montclair 10th Cong",0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,12.0
"Essex County,Montclair 11th Cong",0.0,0.0,0.0,83.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
"Essex County,Montclair 2-1",0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,2.0
"Essex County,Montclair 2-10",0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,10.0
"Essex County,Montclair 2-2",0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,7.0
"Essex County,Montclair 2-3",0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,3.0
"Essex County,Montclair 2-4",0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0
"Essex County,Montclair 2-5",0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,3.0
"Essex County,Montclair 2-6",0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,3.0
"Essex County,Montclair 2-7",0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,7.0
"Essex County,Montclair 2-8",0.0,0.0,0.0,424.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0
"Essex County,Montclair 2-9",0.0,0.0,0.0,417.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0
"Essex County,Montclair 3-1",0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,4.0
"Essex County,Montclair 3-2",0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,8.0
"Essex County,Montclair 3-3",0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,8.0
"Essex County,Montclair 3-4",0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,3.0
"Essex County,Montclair 3-5",0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,8.0
"Essex County,Montclair 3-6",0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,7.0
"Essex County,Montclair 3-7",0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,4.0
"Essex County,Montclair 3-8",0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,10.0
"Essex County,Montclair 4-1",0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,5.0
"Essex County,Montclair 4-2",0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,6.0
"Essex County,Montclair 4-3",0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,7.0
"Essex County,Montclair 4-4",0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,7.0
"Essex County,Montclair 4-5",0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,14.0
"Essex County,Montclair 4-6",0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0
"Essex County,Montclair 4-7",0.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0
"Essex County,Montclair 4-8",0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,5.0
"Essex County,Newark",0.0,0.0,0.0,1469.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,113.0,30.0,0.0,26.0
"Essex County,Newark 10th Cong",0.0,0.0,0.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,27.0
"Essex County,Newark 10th Cong 29 LD - P",0.0,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,19.0
"Essex County,Newark 8th Cong",0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0
"Essex County,Newark 8th Cong 29 LD",0.0,0.0,0.0,778.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,30.0,0.0,0.0
"Essex County,Newark C-1",0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0
"Essex County,Newark C-12",0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0
"Essex County,Newark C-15",0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,14.0
"Essex County,Newark C-17",0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0
"Essex County,Newark C-20",0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
"Essex County,Newark C-22",0.0,0.0,0.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0
"Essex County,Newark C-23",0.0,0.0,0.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,14.0
"Essex County,Newark C-28",0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
"Essex County,Newark C-29",0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0
"Essex County,Newark C-3",0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0
"Essex County,Newark C-32",0.0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,7.0
"Essex County,Newark C-34",0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0
"Essex County,Newark C-35",0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0
"Essex County,Newark C-37",0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0
"Essex County,Newark C-38",0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0
"Essex County,Newark C-39",0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,10.0
"Essex County,Newark C-4",0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Essex County,Newark C-40",0.0,0.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0
"Essex County,Newark C-41",0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
"Essex County,Newark C-42",0.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0
"Essex County,Newark C-43",0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,10.0
"Essex County,Newark C-44",0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0
"Essex County,Newark C-45",0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0
"Essex County,Newark C-46",0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0
"Essex County,Newark C-47",0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0
"Essex County,Newark C-49",0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0
"Essex County,Newark C-5",0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
"Essex County,Newark C-6",0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Essex County,Newark C-7",0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0
"Essex County,Newark C-9",0.0,0.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0
"Essex County,Newark E-1",0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,13.0,0.0,0.0
"Essex County,Newark E-10",0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,0.0,0.0
"Essex County,Newark E-11",0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,11.0,0.0,0.0
"Essex County,Newark E-12",0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,14.0,0.0,0.0
"Essex County,Newark E-13",0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0
"Essex County,Newark E-14",0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,0.0,0.0
"Essex County,Newark E-15",0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,0.0,0.0
"Essex County,Newark E-16",0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8.0,0.0,0.0
"Essex County,Newark E-17",0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,0.0,0.0
"Essex County,Newark E-18",0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,13.0,0.0,0.0
"Essex County,Newark E-19",0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,0.0,0.0
"Essex County,Newark E-2",0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,14.0,0.0,0.0
"Essex County,Newark E-20",0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,0.0,0.0
"Essex County,Newark E-21",0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,0.0,0.0
"Essex County,Newark E-25",0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0
"Essex County,Newark E-29",0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0
"Essex County,Newark E-3",0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.0
"Essex County,Newark E-30",0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,0.0,0.0
"Essex County,Newark E-4",0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,0.0,0.0
"Essex County,Newark E-6",0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0
"Essex County,Newark E-7",0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0
"Essex County,Newark E-8",0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,0.0,0.0
"Essex County,Newark E-9",0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,9.0,0.0,0.0
"Essex County,Newark N-1",0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,17.0,0.0,0.0
"Essex County,Newark N-10",0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,11.0,0.0,0.0
"Essex County,Newark N-11",0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,0.0,0.0
"Essex County,Newark N-12",0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0
"Essex County,Newark N-13",0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0
"Essex County,Newark N-14",0.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,22.0,0.0,0.0
"Essex County,Newark N-15",0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0
"Essex County,Newark N-16",0.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,17.0,0.0,0.0
"Essex County,Newark N-17",0.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,19.0,0.0,0.0
"Essex County,Newark N-18",0.0,0.0,0.0,447.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,0.0,0.0
"Essex County,Newark N-19",0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,0.0,0.0
"Essex County,Newark N-2",0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0
"Essex County,Newark N-20",0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0
"Essex County,Newark N-21",0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0
"Essex County,Newark N-22",0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,0.0,0.0
