,COUNTYFP,precinct,shp_loc_prec,STATEFP,VTDST,NAMELSAD,VTDI,LSAD,CHNG_TYPE,ORIG_NAME,ORIG_CODE,RELATE,NAME,VINTAGE,FUNCSTAT,JUSTIFY,MTFCC,prec_matching,prec_word1,shp_loc_prec_nums,shp_loc_prec_code
0,001,absecon city ward 1 voting district 1,"001,absecon city ward 1 voting district 1",34,005101,Absecon city ward 1 voting district 1,A,00,,,,,Absecon city ward 1 voting district 1,90,N,,G5240,absecon city ward 1 voting district 1,absecon,00111,00111_absecon
1,001,linwood city ward 1 voting district 1,"001,linwood city ward 1 voting district 1",34,070101,Linwood city ward 1 voting district 1,A,00,,,,,Linwood city ward 1 voting district 1,90,N,,G5240,linwood city ward 1 voting district 1,linwood,00111,00111_linwood
2,001,linwood city ward 1 voting district 2,"001,linwood city ward 1 voting district 2",34,070102,Linwood city ward 1 voting district 2,A,00,,,,,Linwood city ward 1 voting district 2,90,N,,G5240,linwood city ward 1 voting district 2,linwood,00112,00112_linwood
3,001,linwood city ward 2 voting district 1,"001,linwood city ward 2 voting district 1",34,070201,Linwood city ward 2 voting district 1,A,00,,,,,Linwood city ward 2 voting district 1,90,N,,G5240,linwood city ward 2 voting district 1,linwood,00121,00121_linwood
4,001,linwood city ward 2 voting district 2,"001,linwood city ward 2 voting district 2",34,070202,Linwood city ward 2 voting district 2,A,00,,,,,Linwood city ward 2 voting district 2,90,N,,G5240,linwood city ward 2 voting district 2,linwood,00122,00122_linwood
5,001,linwood city ward 2 voting district 3,"001,linwood city ward 2 voting district 3",34,070203,Linwood city ward 2 voting district 3,A,00,,,,,Linwood city ward 2 voting district 3,90,N,,G5240,linwood city ward 2 voting district 3,linwood,00123,00123_linwood
6,001,longport borough voting district 1,"001,longport borough voting district 1",34,075001,Longport borough voting district 1,A,00,,,,,Longport borough voting district 1,90,N,,G5240,longport borough voting district 1,longport,0011,0011_longport
7,001,margate city city voting district 1,"001,margate city city voting district 1",34,080001,Margate City city voting district 1,A,00,,,,,Margate City city voting district 1,90,N,,G5240,margate city city voting district 1,margate,0011,0011_margate
8,001,hammonton town voting district 9,"001,hammonton town voting district 9",34,065009,Hammonton town voting district 9,A,00,,,,,Hammonton town voting district 9,90,N,,G5240,hammonton town voting district 9,hammonton,0019,0019_hammonton
9,001,margate city city voting district 10,"001,margate city city voting district 10",34,080010,Margate City city voting district 10,A,00,,,,,Margate City city voting district 10,90,N,,G5240,margate city city voting district 10,margate,00110,00110_margate
10,001,margate city city voting district 2,"001,margate city city voting district 2",34,080002,Margate City city voting district 2,A,00,,,,,Margate City city voting district 2,90,N,,G5240,margate city city voting district 2,margate,0012,0012_margate
11,001,margate city city voting district 3,"001,margate city city voting district 3",34,080003,Margate City city voting district 3,A,00,,,,,Margate City city voting district 3,90,N,,G5240,margate city city voting district 3,margate,0013,0013_margate
12,001,margate city city voting district 4,"001,margate city city voting district 4",34,080004,Margate City city voting district 4,A,00,,,,,Margate City city voting district 4,90,N,,G5240,margate city city voting district 4,margate,0014,0014_margate
13,001,margate city city voting district 5,"001,margate city city voting district 5",34,080005,Margate City city voting district 5,A,00,,,,,Margate City city voting district 5,90,N,,G5240,margate city city voting district 5,margate,0015,0015_margate
14,001,margate city city voting district 6,"001,margate city city voting district 6",34,080006,Margate City city voting district 6,A,00,,,,,Margate City city voting district 6,90,N,,G5240,margate city city voting district 6,margate,0016,0016_margate
15,001,margate city city voting district 7,"001,margate city city voting district 7",34,080007,Margate City city voting district 7,A,00,,,,,Margate City city voting district 7,90,N,,G5240,margate city city voting district 7,margate,0017,0017_margate
16,001,margate city city voting district 8,"001,margate city city voting district 8",34,080008,Margate City city voting district 8,A,00,,,,,Margate City city voting district 8,90,N,,G5240,margate city city voting district 8,margate,0018,0018_margate
17,001,margate city city voting district 11,"001,margate city city voting district 11",34,080011,Margate City city voting district 11,A,00,,,,,Margate City city voting district 11,90,N,,G5240,margate city city voting district 11,margate,00111,00111_margate
18,001,margate city city voting district 9,"001,margate city city voting district 9",34,080009,Margate City city voting district 9,A,00,,,,,Margate City city voting district 9,90,N,,G5240,margate city city voting district 9,margate,0019,0019_margate
19,001,hammonton town voting district 8,"001,hammonton town voting district 8",34,065008,Hammonton town voting district 8,A,00,,,,,Hammonton town voting district 8,90,N,,G5240,hammonton town voting district 8,hammonton,0018,0018_hammonton
20,001,hammonton town voting district 6,"001,hammonton town voting district 6",34,065006,Hammonton town voting district 6,A,00,,,,,Hammonton town voting district 6,90,N,,G5240,hammonton town voting district 6,hammonton,0016,0016_hammonton
21,001,galloway township voting district 8,"001,galloway township voting district 8",34,055008,Galloway township voting district 8,A,00,,,,,Galloway township voting district 8,90,N,,G5240,galloway township voting district 8,galloway,0018,0018_galloway
22,001,galloway township voting district 9,"001,galloway township voting district 9",34,055009,Galloway township voting district 9,A,00,,,,,Galloway township voting district 9,90,N,,G5240,galloway township voting district 9,galloway,0019,0019_galloway
23,001,hamilton township voting district 1,"001,hamilton township voting district 1",34,060001,Hamilton township voting district 1,P,00,,,,,Hamilton township voting district 1,90,S,,G5240,hamilton township voting district 1,hamilton,0011,0011_hamilton
24,001,hamilton township voting district 2,"001,hamilton township voting district 2",34,060002,Hamilton township voting district 2,P,00,,,,,Hamilton township voting district 2,90,S,,G5240,hamilton township voting district 2,hamilton,0012,0012_hamilton
25,001,hamilton township voting district 3,"001,hamilton township voting district 3",34,060003,Hamilton township voting district 3,P,00,,,,,Hamilton township voting district 3,90,S,,G5240,hamilton township voting district 3,hamilton,0013,0013_hamilton
26,001,hamilton township voting district 4,"001,hamilton township voting district 4",34,060004,Hamilton township voting district 4,A,00,,,,,Hamilton township voting district 4,90,N,,G5240,hamilton township voting district 4,hamilton,0014,0014_hamilton
27,001,hamilton township voting district 5,"001,hamilton township voting district 5",34,060005,Hamilton township voting district 5,P,00,,,,,Hamilton township voting district 5,90,S,,G5240,hamilton township voting district 5,hamilton,0015,0015_hamilton
28,001,hammonton town voting district 7,"001,hammonton town voting district 7",34,065007,Hammonton town voting district 7,A,00,,,,,Hammonton town voting district 7,90,N,,G5240,hammonton town voting district 7,hammonton,0017,0017_hammonton
29,001,hamilton township voting district 6,"001,hamilton township voting district 6",34,060006,Hamilton township voting district 6,A,00,,,,,Hamilton township voting district 6,90,N,,G5240,hamilton township voting district 6,hamilton,0016,0016_hamilton
30,001,hamilton township voting district 8,"001,hamilton township voting district 8",34,060008,Hamilton township voting district 8,P,00,,,,,Hamilton township voting district 8,90,S,,G5240,hamilton township voting district 8,hamilton,0018,0018_hamilton
31,001,hamilton township voting district 9,"001,hamilton township voting district 9",34,060009,Hamilton township voting district 9,A,00,,,,,Hamilton township voting district 9,90,N,,G5240,hamilton township voting district 9,hamilton,0019,0019_hamilton
32,001,hammonton town voting district 1,"001,hammonton town voting district 1",34,065001,Hammonton town voting district 1,A,00,,,,,Hammonton town voting district 1,90,N,,G5240,hammonton town voting district 1,hammonton,0011,0011_hammonton
33,001,hammonton town voting district 2,"001,hammonton town voting district 2",34,065002,Hammonton town voting district 2,A,00,,,,,Hammonton town voting district 2,90,N,,G5240,hammonton town voting district 2,hammonton,0012,0012_hammonton
34,001,hammonton town voting district 3,"001,hammonton town voting district 3",34,065003,Hammonton town voting district 3,A,00,,,,,Hammonton town voting district 3,90,N,,G5240,hammonton town voting district 3,hammonton,0013,0013_hammonton
35,001,hammonton town voting district 4,"001,hammonton town voting district 4",34,065004,Hammonton town voting district 4,A,00,,,,,Hammonton town voting district 4,90,N,,G5240,hammonton town voting district 4,hammonton,0014,0014_hammonton
36,001,hammonton town voting district 5,"001,hammonton town voting district 5",34,065005,Hammonton town voting district 5,A,00,,,,,Hammonton town voting district 5,90,N,,G5240,hammonton town voting district 5,hammonton,0015,0015_hammonton
37,001,hamilton township voting district 7,"001,hamilton township voting district 7",34,060007,Hamilton township voting district 7,A,00,,,,,Hamilton township voting district 7,90,N,,G5240,hamilton township voting district 7,hamilton,0017,0017_hamilton
38,001,mullica township ward 1 voting district 1,"001,mullica township ward 1 voting district 1",34,085101,Mullica township ward 1 voting district 1,P,00,,,,,Mullica township ward 1 voting district 1,90,S,,G5240,mullica township ward 1,mullica,0011,0011_mullica
39,001,mullica township ward 2 voting district 1,"001,mullica township ward 2 voting district 1",34,085201,Mullica township ward 2 voting district 1,P,00,,,,,Mullica township ward 2 voting district 1,90,S,,G5240,mullica township ward 2,mullica,0012,0012_mullica
40,001,mullica township ward 3 voting district 1,"001,mullica township ward 3 voting district 1",34,085301,Mullica township ward 3 voting district 1,P,00,,,,,Mullica township ward 3 voting district 1,90,S,,G5240,mullica township ward 3,mullica,0013,0013_mullica
41,001,somers point city ward 1 voting district 4,"001,somers point city ward 1 voting district 4",34,105104,Somers Point city ward 1 voting district 4,A,00,,,,,Somers Point city ward 1 voting district 4,90,N,,G5240,somers point city ward 1 voting district 4,somers,00114,00114_somers
42,001,somers point city ward 2 voting district 1,"001,somers point city ward 2 voting district 1",34,105201,Somers Point city ward 2 voting district 1,A,00,,,,,Somers Point city ward 2 voting district 1,90,N,,G5240,somers point city ward 2 voting district 1,somers,00121,00121_somers
43,001,somers point city ward 2 voting district 2,"001,somers point city ward 2 voting district 2",34,105202,Somers Point city ward 2 voting district 2,A,00,,,,,Somers Point city ward 2 voting district 2,90,N,,G5240,somers point city ward 2 voting district 2,somers,00122,00122_somers
44,001,somers point city ward 2 voting district 4,"001,somers point city ward 2 voting district 4",34,105204,Somers Point city ward 2 voting district 4,P,00,,,,,Somers Point city ward 2 voting district 4,90,S,,G5240,somers point city ward 2 voting district 4,somers,00124,00124_somers
45,001,ventnor city city voting district 1,"001,ventnor city city voting district 1",34,110001,Ventnor City city voting district 1,P,00,,,,,Ventnor City city voting district 1,90,S,,G5240,ventnor city city voting district 1,ventnor,0011,0011_ventnor
46,001,ventnor city city voting district 2,"001,ventnor city city voting district 2",34,110002,Ventnor City city voting district 2,P,00,,,,,Ventnor City city voting district 2,90,S,,G5240,ventnor city city voting district 2,ventnor,0012,0012_ventnor
47,001,ventnor city city voting district 3,"001,ventnor city city voting district 3",34,110003,Ventnor City city voting district 3,A,00,,,,,Ventnor City city voting district 3,90,N,,G5240,ventnor city city voting district 3,ventnor,0013,0013_ventnor
48,001,somers point city ward 1 voting district 3,"001,somers point city ward 1 voting district 3",34,105103,Somers Point city ward 1 voting district 3,A,00,,,,,Somers Point city ward 1 voting district 3,90,N,,G5240,somers point city ward 1 voting district 3,somers,00113,00113_somers
49,001,ventnor city city voting district 4,"001,ventnor city city voting district 4",34,110004,Ventnor City city voting district 4,A,00,,,,,Ventnor City city voting district 4,90,N,,G5240,ventnor city city voting district 4,ventnor,0014,0014_ventnor
50,001,ventnor city city voting district 6,"001,ventnor city city voting district 6",34,110006,Ventnor City city voting district 6,P,00,,,,,Ventnor City city voting district 6,90,S,,G5240,ventnor city city voting district 6,ventnor,0016,0016_ventnor
51,001,ventnor city city voting district 7,"001,ventnor city city voting district 7",34,110007,Ventnor City city voting district 7,A,00,,,,,Ventnor City city voting district 7,90,N,,G5240,ventnor city city voting district 7,ventnor,0017,0017_ventnor
52,001,ventnor city city voting district 8,"001,ventnor city city voting district 8",34,110008,Ventnor City city voting district 8,A,00,,,,,Ventnor City city voting district 8,90,N,,G5240,ventnor city city voting district 8,ventnor,0018,0018_ventnor
53,001,ventnor city city voting district 9,"001,ventnor city city voting district 9",34,110009,Ventnor City city voting district 9,A,00,,,,,Ventnor City city voting district 9,90,N,,G5240,ventnor city city voting district 9,ventnor,0019,0019_ventnor
54,001,voting districts not defined,"001,voting districts not defined",34,ZZZZZZ,Voting Districts not defined,P,00,,,,,Voting Districts not defined,90,S,,G5240,voting districts not defined,voting,001,001_voting
55,001,weymouth township voting district 1,"001,weymouth township voting district 1",34,115001,Weymouth township voting district 1,A,00,,,,,Weymouth township voting district 1,90,N,,G5240,weymouth township voting district 1,weymouth,0011,0011_weymouth
56,001,weymouth township voting district 2,"001,weymouth township voting district 2",34,115002,Weymouth township voting district 2,A,00,,,,,Weymouth township voting district 2,90,N,,G5240,weymouth township voting district 2,weymouth,0012,0012_weymouth
57,001,ventnor city city voting district 5,"001,ventnor city city voting district 5",34,110005,Ventnor City city voting district 5,A,00,,,,,Ventnor City city voting district 5,90,N,,G5240,ventnor city city voting district 5,ventnor,0015,0015_ventnor
58,001,somers point city ward 1 voting district 2,"001,somers point city ward 1 voting district 2",34,105102,Somers Point city ward 1 voting district 2,A,00,,,,,Somers Point city ward 1 voting district 2,90,N,,G5240,somers point city ward 1 voting district 2,somers,00112,00112_somers
59,001,somers point city ward 1 voting district 1,"001,somers point city ward 1 voting district 1",34,105101,Somers Point city ward 1 voting district 1,A,00,,,,,Somers Point city ward 1 voting district 1,90,N,,G5240,somers point city ward 1 voting district 1,somers,00111,00111_somers
60,001,port republic city ward 2 voting district 1,"001,port republic city ward 2 voting district 1",34,100201,Port Republic city ward 2 voting district 1,A,00,,,,,Port Republic city ward 2 voting district 1,90,N,,G5240,port republic city ward 2,port,0012,0012_port
61,001,northfield city ward 1 voting district 1,"001,northfield city ward 1 voting district 1",34,090101,Northfield city ward 1 voting district 1,P,00,,,,,Northfield city ward 1 voting district 1,90,S,,G5240,northfield city ward 1 voting district 1,northfield,00111,00111_northfield
62,001,northfield city ward 1 voting district 2,"001,northfield city ward 1 voting district 2",34,090102,Northfield city ward 1 voting district 2,P,00,,,,,Northfield city ward 1 voting district 2,90,S,,G5240,northfield city ward 1 voting district 2,northfield,00112,00112_northfield
63,001,northfield city ward 1 voting district 3,"001,northfield city ward 1 voting district 3",34,090103,Northfield city ward 1 voting district 3,P,00,,,,,Northfield city ward 1 voting district 3,90,S,,G5240,northfield city ward 1 voting district 3,northfield,00113,00113_northfield
64,001,northfield city ward 1 voting district 4,"001,northfield city ward 1 voting district 4",34,090104,Northfield city ward 1 voting district 4,A,00,,,,,Northfield city ward 1 voting district 4,90,N,,G5240,northfield city ward 1 voting district 4,northfield,00114,00114_northfield
65,001,northfield city ward 2 voting district 1,"001,northfield city ward 2 voting district 1",34,090201,Northfield city ward 2 voting district 1,A,00,,,,,Northfield city ward 2 voting district 1,90,N,,G5240,northfield city ward 2 voting district 1,northfield,00121,00121_northfield
66,001,northfield city ward 2 voting district 2,"001,northfield city ward 2 voting district 2",34,090202,Northfield city ward 2 voting district 2,A,00,,,,,Northfield city ward 2 voting district 2,90,N,,G5240,northfield city ward 2 voting district 2,northfield,00122,00122_northfield
67,001,northfield city ward 2 voting district 3,"001,northfield city ward 2 voting district 3",34,090203,Northfield city ward 2 voting district 3,P,00,,,,,Northfield city ward 2 voting district 3,90,S,,G5240,northfield city ward 2 voting district 3,northfield,00123,00123_northfield
68,001,northfield city ward 2 voting district 4,"001,northfield city ward 2 voting district 4",34,090204,Northfield city ward 2 voting district 4,P,00,,,,,Northfield city ward 2 voting district 4,90,S,,G5240,northfield city ward 2 voting district 4,northfield,00124,00124_northfield
69,001,pleasantville city ward 1 voting district 1,"001,pleasantville city ward 1 voting district 1",34,095101,Pleasantville city ward 1 voting district 1,A,00,,,,,Pleasantville city ward 1 voting district 1,90,N,,G5240,pleasantville city ward 1 voting district 1,pleasantville,00111,00111_pleasantville
70,001,pleasantville city ward 1 voting district 2,"001,pleasantville city ward 1 voting district 2",34,095102,Pleasantville city ward 1 voting district 2,A,00,,,,,Pleasantville city ward 1 voting district 2,90,N,,G5240,pleasantville city ward 1 voting district 2,pleasantville,00112,00112_pleasantville
71,001,pleasantville city ward 1 voting district 3,"001,pleasantville city ward 1 voting district 3",34,095103,Pleasantville city ward 1 voting district 3,A,00,,,,,Pleasantville city ward 1 voting district 3,90,N,,G5240,pleasantville city ward 1 voting district 3,pleasantville,00113,00113_pleasantville
72,001,pleasantville city ward 1 voting district 4,"001,pleasantville city ward 1 voting district 4",34,095104,Pleasantville city ward 1 voting district 4,A,00,,,,,Pleasantville city ward 1 voting district 4,90,N,,G5240,pleasantville city ward 1 voting district 4,pleasantville,00114,00114_pleasantville
73,001,pleasantville city ward 2 voting district 1,"001,pleasantville city ward 2 voting district 1",34,095201,Pleasantville city ward 2 voting district 1,A,00,,,,,Pleasantville city ward 2 voting district 1,90,N,,G5240,pleasantville city ward 2 voting district 1,pleasantville,00121,00121_pleasantville
74,001,pleasantville city ward 2 voting district 2,"001,pleasantville city ward 2 voting district 2",34,095202,Pleasantville city ward 2 voting district 2,P,00,,,,,Pleasantville city ward 2 voting district 2,90,S,,G5240,pleasantville city ward 2 voting district 2,pleasantville,00122,00122_pleasantville
75,001,pleasantville city ward 2 voting district 3,"001,pleasantville city ward 2 voting district 3",34,095203,Pleasantville city ward 2 voting district 3,P,00,,,,,Pleasantville city ward 2 voting district 3,90,S,,G5240,pleasantville city ward 2 voting district 3,pleasantville,00123,00123_pleasantville
76,001,pleasantville city ward 2 voting district 4,"001,pleasantville city ward 2 voting district 4",34,095204,Pleasantville city ward 2 voting district 4,P,00,,,,,Pleasantville city ward 2 voting district 4,90,S,,G5240,pleasantville city ward 2 voting district 4,pleasantville,00124,00124_pleasantville
77,001,port republic city ward 1 voting district 1,"001,port republic city ward 1 voting district 1",34,100101,Port Republic city ward 1 voting district 1,A,00,,,,,Port Republic city ward 1 voting district 1,90,N,,G5240,port republic city ward 1,port,0011,0011_port
78,001,galloway township voting district 7,"001,galloway township voting district 7",34,055007,Galloway township voting district 7,P,00,,,,,Galloway township voting district 7,90,S,,G5240,galloway township voting district 7,galloway,0017,0017_galloway
79,001,galloway township voting district 6,"001,galloway township voting district 6",34,055006,Galloway township voting district 6,A,00,,,,,Galloway township voting district 6,90,N,,G5240,galloway township voting district 6,galloway,0016,0016_galloway
80,001,somers point city ward 2 voting district 3,"001,somers point city ward 2 voting district 3",34,105203,Somers Point city ward 2 voting district 3,P,00,,,,,Somers Point city ward 2 voting district 3,90,S,,G5240,somers point city ward 2 voting district 3,somers,00123,00123_somers
81,001,galloway township voting district 4,"001,galloway township voting district 4",34,055004,Galloway township voting district 4,P,00,,,,,Galloway township voting district 4,90,S,,G5240,galloway township voting district 4,galloway,0014,0014_galloway
82,001,atlantic city city ward 4 voting district 3,"001,atlantic city city ward 4 voting district 3",34,010403,Atlantic City city ward 4 voting district 3,A,00,,,,,Atlantic City city ward 4 voting district 3,90,N,,G5240,atlantic city city ward 4 voting district 3,atlantic,00143,00143_atlantic
83,001,atlantic city city ward 4 voting district 4,"001,atlantic city city ward 4 voting district 4",34,010404,Atlantic City city ward 4 voting district 4,P,00,,,,,Atlantic City city ward 4 voting district 4,90,S,,G5240,atlantic city city ward 4 voting district 4,atlantic,00144,00144_atlantic
84,001,atlantic city city ward 5 voting district 1,"001,atlantic city city ward 5 voting district 1",34,010501,Atlantic City city ward 5 voting district 1,A,00,,,,,Atlantic City city ward 5 voting district 1,90,N,,G5240,atlantic city city ward 5 voting district 1,atlantic,00151,00151_atlantic
85,001,atlantic city city ward 5 voting district 2,"001,atlantic city city ward 5 voting district 2",34,010502,Atlantic City city ward 5 voting district 2,A,00,,,,,Atlantic City city ward 5 voting district 2,90,N,,G5240,atlantic city city ward 5 voting district 2,atlantic,00152,00152_atlantic
86,001,atlantic city city ward 5 voting district 3,"001,atlantic city city ward 5 voting district 3",34,010503,Atlantic City city ward 5 voting district 3,P,00,,,,,Atlantic City city ward 5 voting district 3,90,S,,G5240,atlantic city city ward 5 voting district 3,atlantic,00153,00153_atlantic
87,001,atlantic city city ward 5 voting district 4,"001,atlantic city city ward 5 voting district 4",34,010504,Atlantic City city ward 5 voting district 4,A,00,,,,,Atlantic City city ward 5 voting district 4,90,N,,G5240,atlantic city city ward 5 voting district 4,atlantic,00154,00154_atlantic
88,001,atlantic city city ward 5 voting district 5,"001,atlantic city city ward 5 voting district 5",34,010505,Atlantic City city ward 5 voting district 5,A,00,,,,,Atlantic City city ward 5 voting district 5,90,N,,G5240,atlantic city city ward 5 voting district 5,atlantic,00155,00155_atlantic
89,001,atlantic city city ward 4 voting district 2,"001,atlantic city city ward 4 voting district 2",34,010402,Atlantic City city ward 4 voting district 2,A,00,,,,,Atlantic City city ward 4 voting district 2,90,N,,G5240,atlantic city city ward 4 voting district 2,atlantic,00142,00142_atlantic
90,001,atlantic city city ward 6 voting district 1,"001,atlantic city city ward 6 voting district 1",34,010601,Atlantic City city ward 6 voting district 1,A,00,,,,,Atlantic City city ward 6 voting district 1,90,N,,G5240,atlantic city city ward 6 voting district 1,atlantic,00161,00161_atlantic
91,001,atlantic city city ward 6 voting district 3,"001,atlantic city city ward 6 voting district 3",34,010603,Atlantic City city ward 6 voting district 3,A,00,,,,,Atlantic City city ward 6 voting district 3,90,N,,G5240,atlantic city city ward 6 voting district 3,atlantic,00163,00163_atlantic
92,001,atlantic city city ward 6 voting district 4,"001,atlantic city city ward 6 voting district 4",34,010604,Atlantic City city ward 6 voting district 4,A,00,,,,,Atlantic City city ward 6 voting district 4,90,N,,G5240,atlantic city city ward 6 voting district 4,atlantic,00164,00164_atlantic
93,001,atlantic city city ward 6 voting district 5,"001,atlantic city city ward 6 voting district 5",34,010605,Atlantic City city ward 6 voting district 5,P,00,,,,,Atlantic City city ward 6 voting district 5,90,S,,G5240,atlantic city city ward 6 voting district 5,atlantic,00165,00165_atlantic
94,001,brigantine city ward 1 voting district 1,"001,brigantine city ward 1 voting district 1",34,015101,Brigantine city ward 1 voting district 1,A,00,,,,,Brigantine city ward 1 voting district 1,90,N,,G5240,brigantine city ward 1,brigantine,0011,0011_brigantine
95,001,brigantine city ward 2 voting district 1,"001,brigantine city ward 2 voting district 1",34,015201,Brigantine city ward 2 voting district 1,P,00,,,,,Brigantine city ward 2 voting district 1,90,S,,G5240,brigantine city ward 2,brigantine,0012,0012_brigantine
96,001,brigantine city ward 3 voting district 1,"001,brigantine city ward 3 voting district 1",34,015301,Brigantine city ward 3 voting district 1,P,00,,,,,Brigantine city ward 3 voting district 1,90,S,,G5240,brigantine city ward 3,brigantine,0013,0013_brigantine
97,001,brigantine city ward 4 voting district 1,"001,brigantine city ward 4 voting district 1",34,015401,Brigantine city ward 4 voting district 1,A,00,,,,,Brigantine city ward 4 voting district 1,90,N,,G5240,brigantine city ward 4,brigantine,0014,0014_brigantine
98,001,atlantic city city ward 6 voting district 2,"001,atlantic city city ward 6 voting district 2",34,010602,Atlantic City city ward 6 voting district 2,P,00,,,,,Atlantic City city ward 6 voting district 2,90,S,,G5240,atlantic city city ward 6 voting district 2,atlantic,00162,00162_atlantic
99,001,buena borough voting district 1,"001,buena borough voting district 1",34,020001,Buena borough voting district 1,A,00,,,,,Buena borough voting district 1,90,N,,G5240,buenaboro voting district 1,buenaboro,0011,0011_buenaboro
100,001,atlantic city city ward 4 voting district 1,"001,atlantic city city ward 4 voting district 1",34,010401,Atlantic City city ward 4 voting district 1,P,00,,,,,Atlantic City city ward 4 voting district 1,90,S,,G5240,atlantic city city ward 4 voting district 1,atlantic,00141,00141_atlantic
101,001,atlantic city city ward 3 voting district 3,"001,atlantic city city ward 3 voting district 3",34,010303,Atlantic City city ward 3 voting district 3,A,00,,,,,Atlantic City city ward 3 voting district 3,90,N,,G5240,atlantic city city ward 3 voting district 3,atlantic,00133,00133_atlantic
102,001,galloway township voting district 5,"001,galloway township voting district 5",34,055005,Galloway township voting district 5,A,00,,,,,Galloway township voting district 5,90,N,,G5240,galloway township voting district 5,galloway,0015,0015_galloway
103,001,absecon city ward 1 voting district 2,"001,absecon city ward 1 voting district 2",34,005102,Absecon city ward 1 voting district 2,A,00,,,,,Absecon city ward 1 voting district 2,90,N,,G5240,absecon city ward 1 voting district 2,absecon,00112,00112_absecon
104,001,absecon city ward 1 voting district 3,"001,absecon city ward 1 voting district 3",34,005103,Absecon city ward 1 voting district 3,P,00,,,,,Absecon city ward 1 voting district 3,90,S,,G5240,absecon city ward 1 voting district 3,absecon,00113,00113_absecon
105,001,absecon city ward 2 voting district 1,"001,absecon city ward 2 voting district 1",34,005201,Absecon city ward 2 voting district 1,P,00,,,,,Absecon city ward 2 voting district 1,90,S,,G5240,absecon city ward 2 voting district 1,absecon,00121,00121_absecon
106,001,absecon city ward 2 voting district 2,"001,absecon city ward 2 voting district 2",34,005202,Absecon city ward 2 voting district 2,A,00,,,,,Absecon city ward 2 voting district 2,90,N,,G5240,absecon city ward 2 voting district 2,absecon,00122,00122_absecon
107,001,absecon city ward 2 voting district 3,"001,absecon city ward 2 voting district 3",34,005203,Absecon city ward 2 voting district 3,A,00,,,,,Absecon city ward 2 voting district 3,90,N,,G5240,absecon city ward 2 voting district 3,absecon,00123,00123_absecon
108,001,atlantic city city ward 1 voting district 1,"001,atlantic city city ward 1 voting district 1",34,010101,Atlantic City city ward 1 voting district 1,A,00,,,,,Atlantic City city ward 1 voting district 1,90,N,,G5240,atlantic city city ward 1 voting district 1,atlantic,00111,00111_atlantic
109,001,atlantic city city ward 3 voting district 4,"001,atlantic city city ward 3 voting district 4",34,010304,Atlantic City city ward 3 voting district 4,P,00,,,,,Atlantic City city ward 3 voting district 4,90,S,,G5240,atlantic city city ward 3 voting district 4,atlantic,00134,00134_atlantic
110,001,atlantic city city ward 1 voting district 3,"001,atlantic city city ward 1 voting district 3",34,010103,Atlantic City city ward 1 voting district 3,A,00,,,,,Atlantic City city ward 1 voting district 3,90,N,,G5240,atlantic city city ward 1 voting district 3,atlantic,00113,00113_atlantic
111,001,atlantic city city ward 2 voting district 1,"001,atlantic city city ward 2 voting district 1",34,010201,Atlantic City city ward 2 voting district 1,A,00,,,,,Atlantic City city ward 2 voting district 1,90,N,,G5240,atlantic city city ward 2 voting district 1,atlantic,00121,00121_atlantic
112,001,atlantic city city ward 2 voting district 2,"001,atlantic city city ward 2 voting district 2",34,010202,Atlantic City city ward 2 voting district 2,A,00,,,,,Atlantic City city ward 2 voting district 2,90,N,,G5240,atlantic city city ward 2 voting district 2,atlantic,00122,00122_atlantic
113,001,atlantic city city ward 2 voting district 3,"001,atlantic city city ward 2 voting district 3",34,010203,Atlantic City city ward 2 voting district 3,P,00,,,,,Atlantic City city ward 2 voting district 3,90,S,,G5240,atlantic city city ward 2 voting district 3,atlantic,00123,00123_atlantic
114,001,atlantic city city ward 2 voting district 4,"001,atlantic city city ward 2 voting district 4",34,010204,Atlantic City city ward 2 voting district 4,A,00,,,,,Atlantic City city ward 2 voting district 4,90,N,,G5240,atlantic city city ward 2 voting district 4,atlantic,00124,00124_atlantic
115,001,atlantic city city ward 2 voting district 5,"001,atlantic city city ward 2 voting district 5",34,010205,Atlantic City city ward 2 voting district 5,A,00,,,,,Atlantic City city ward 2 voting district 5,90,N,,G5240,atlantic city city ward 2 voting district 5,atlantic,00125,00125_atlantic
116,001,atlantic city city ward 3 voting district 1,"001,atlantic city city ward 3 voting district 1",34,010301,Atlantic City city ward 3 voting district 1,P,00,,,,,Atlantic City city ward 3 voting district 1,90,S,,G5240,atlantic city city ward 3 voting district 1,atlantic,00131,00131_atlantic
117,001,atlantic city city ward 3 voting district 2,"001,atlantic city city ward 3 voting district 2",34,010302,Atlantic City city ward 3 voting district 2,A,00,,,,,Atlantic City city ward 3 voting district 2,90,N,,G5240,atlantic city city ward 3 voting district 2,atlantic,00132,00132_atlantic
118,001,atlantic city city ward 1 voting district 4,"001,atlantic city city ward 1 voting district 4",34,010104,Atlantic City city ward 1 voting district 4,P,00,,,,,Atlantic City city ward 1 voting district 4,90,S,,G5240,atlantic city city ward 1 voting district 4,atlantic,00114,00114_atlantic
119,001,buena borough voting district 2,"001,buena borough voting district 2",34,020002,Buena borough voting district 2,A,00,,,,,Buena borough voting district 2,90,N,,G5240,buenaboro voting district 2,buenaboro,0012,0012_buenaboro
