,COUNTYFP,precinct,shp_loc_prec,STATEFP,VTDST,NAMELSAD,VTDI,LSAD,CHNG_TYPE,ORIG_NAME,ORIG_CODE,RELATE,NAME,VINTAGE,FUNCSTAT,JUSTIFY,MTFCC,prec_matching,prec_word1,shp_loc_prec_nums,shp_loc_prec_code
887,005,cinnaminson township voting district 3,"005,cinnaminson township voting district 3",34,040003,Cinnaminson township voting district 3,A,00,,,,,Cinnaminson township voting district 3,90,N,,G5240,cinnaminson township voting district 3,cinnaminson,0053,0053_cinnaminson
888,005,cinnaminson township voting district 20,"005,cinnaminson township voting district 20",34,040020,Cinnaminson township voting district 20,A,00,,,,,Cinnaminson township voting district 20,90,N,,G5240,cinnaminson township voting district 20,cinnaminson,00520,00520_cinnaminson
889,005,cinnaminson township voting district 2,"005,cinnaminson township voting district 2",34,040002,Cinnaminson township voting district 2,A,00,,,,,Cinnaminson township voting district 2,90,N,,G5240,cinnaminson township voting district 2,cinnaminson,0052,0052_cinnaminson
890,005,cinnaminson township voting district 9,"005,cinnaminson township voting district 9",34,040009,Cinnaminson township voting district 9,A,00,,,,,Cinnaminson township voting district 9,90,N,,G5240,cinnaminson township voting district 9,cinnaminson,0059,0059_cinnaminson
891,005,cinnaminson township voting district 19,"005,cinnaminson township voting district 19",34,040019,Cinnaminson township voting district 19,A,00,,,,,Cinnaminson township voting district 19,90,N,,G5240,cinnaminson township voting district 19,cinnaminson,00519,00519_cinnaminson
892,005,cinnaminson township voting district 17,"005,cinnaminson township voting district 17",34,040017,Cinnaminson township voting district 17,A,00,,,,,Cinnaminson township voting district 17,90,N,,G5240,cinnaminson township voting district 17,cinnaminson,00517,00517_cinnaminson
893,005,cinnaminson township voting district 16,"005,cinnaminson township voting district 16",34,040016,Cinnaminson township voting district 16,A,00,,,,,Cinnaminson township voting district 16,90,N,,G5240,cinnaminson township voting district 16,cinnaminson,00516,00516_cinnaminson
894,005,cinnaminson township voting district 15,"005,cinnaminson township voting district 15",34,040015,Cinnaminson township voting district 15,A,00,,,,,Cinnaminson township voting district 15,90,N,,G5240,cinnaminson township voting district 15,cinnaminson,00515,00515_cinnaminson
895,005,cinnaminson township voting district 14,"005,cinnaminson township voting district 14",34,040014,Cinnaminson township voting district 14,A,00,,,,,Cinnaminson township voting district 14,90,N,,G5240,cinnaminson township voting district 14,cinnaminson,00514,00514_cinnaminson
896,005,cinnaminson township voting district 13,"005,cinnaminson township voting district 13",34,040013,Cinnaminson township voting district 13,P,00,,,,,Cinnaminson township voting district 13,90,S,,G5240,cinnaminson township voting district 13,cinnaminson,00513,00513_cinnaminson
897,005,cinnaminson township voting district 12,"005,cinnaminson township voting district 12",34,040012,Cinnaminson township voting district 12,P,00,,,,,Cinnaminson township voting district 12,90,S,,G5240,cinnaminson township voting district 12,cinnaminson,00512,00512_cinnaminson
898,005,cinnaminson township voting district 11,"005,cinnaminson township voting district 11",34,040011,Cinnaminson township voting district 11,A,00,,,,,Cinnaminson township voting district 11,90,N,,G5240,cinnaminson township voting district 11,cinnaminson,00511,00511_cinnaminson
899,005,cinnaminson township voting district 10,"005,cinnaminson township voting district 10",34,040010,Cinnaminson township voting district 10,A,00,,,,,Cinnaminson township voting district 10,90,N,,G5240,cinnaminson township voting district 10,cinnaminson,00510,00510_cinnaminson
900,005,cinnaminson township voting district 18,"005,cinnaminson township voting district 18",34,040018,Cinnaminson township voting district 18,A,00,,,,,Cinnaminson township voting district 18,90,N,,G5240,cinnaminson township voting district 18,cinnaminson,00518,00518_cinnaminson
901,005,cinnaminson township voting district 1,"005,cinnaminson township voting district 1",34,040001,Cinnaminson township voting district 1,A,00,,,,,Cinnaminson township voting district 1,90,N,,G5240,cinnaminson township voting district 1,cinnaminson,0051,0051_cinnaminson
902,005,delanco township voting district 1,"005,delanco township voting district 1",34,045001,Delanco township voting district 1,A,00,,,,,Delanco township voting district 1,90,N,,G5240,delanco township voting district 1,delanco,0051,0051_delanco
903,005,delanco township voting district 3,"005,delanco township voting district 3",34,045003,Delanco township voting district 3,A,00,,,,,Delanco township voting district 3,90,N,,G5240,delanco township voting district 3,delanco,0053,0053_delanco
904,005,delran township ward 3 voting district 6,"005,delran township ward 3 voting district 6",34,050306,Delran township ward 3 voting district 6,A,00,,,,,Delran township ward 3 voting district 6,90,N,,G5240,delran township ward 3 voting district 6,delran,00536,00536_delran
905,005,delran township ward 3 voting district 5,"005,delran township ward 3 voting district 5",34,050305,Delran township ward 3 voting district 5,A,00,,,,,Delran township ward 3 voting district 5,90,N,,G5240,delran township ward 3 voting district 5,delran,00535,00535_delran
906,005,delran township ward 3 voting district 4,"005,delran township ward 3 voting district 4",34,050304,Delran township ward 3 voting district 4,P,00,,,,,Delran township ward 3 voting district 4,90,S,,G5240,delran township ward 3 voting district 4,delran,00534,00534_delran
907,005,delran township ward 3 voting district 2,"005,delran township ward 3 voting district 2",34,050302,Delran township ward 3 voting district 2,P,00,,,,,Delran township ward 3 voting district 2,90,S,,G5240,delran township ward 3 voting district 2,delran,00532,00532_delran
908,005,delran township ward 3 voting district 1,"005,delran township ward 3 voting district 1",34,050301,Delran township ward 3 voting district 1,A,00,,,,,Delran township ward 3 voting district 1,90,N,,G5240,delran township ward 3 voting district 1,delran,00531,00531_delran
909,005,delran township ward 2 voting district 6,"005,delran township ward 2 voting district 6",34,050206,Delran township ward 2 voting district 6,A,00,,,,,Delran township ward 2 voting district 6,90,N,,G5240,delran township ward 2 voting district 6,delran,00526,00526_delran
910,005,delran township ward 2 voting district 5,"005,delran township ward 2 voting district 5",34,050205,Delran township ward 2 voting district 5,A,00,,,,,Delran township ward 2 voting district 5,90,N,,G5240,delran township ward 2 voting district 5,delran,00525,00525_delran
911,005,delran township ward 2 voting district 4,"005,delran township ward 2 voting district 4",34,050204,Delran township ward 2 voting district 4,A,00,,,,,Delran township ward 2 voting district 4,90,N,,G5240,delran township ward 2 voting district 4,delran,00524,00524_delran
912,005,delanco township voting district 2,"005,delanco township voting district 2",34,045002,Delanco township voting district 2,A,00,,,,,Delanco township voting district 2,90,N,,G5240,delanco township voting district 2,delanco,0052,0052_delanco
913,005,delran township ward 2 voting district 3,"005,delran township ward 2 voting district 3",34,050203,Delran township ward 2 voting district 3,A,00,,,,,Delran township ward 2 voting district 3,90,N,,G5240,delran township ward 2 voting district 3,delran,00523,00523_delran
914,005,delran township ward 2 voting district 1,"005,delran township ward 2 voting district 1",34,050201,Delran township ward 2 voting district 1,A,00,,,,,Delran township ward 2 voting district 1,90,N,,G5240,delran township ward 2 voting district 1,delran,00521,00521_delran
915,005,delran township ward 1 voting district 5,"005,delran township ward 1 voting district 5",34,050105,Delran township ward 1 voting district 5,A,00,,,,,Delran township ward 1 voting district 5,90,N,,G5240,delran township ward 1 voting district 5,delran,00515,00515_delran
916,005,delran township ward 1 voting district 4,"005,delran township ward 1 voting district 4",34,050104,Delran township ward 1 voting district 4,A,00,,,,,Delran township ward 1 voting district 4,90,N,,G5240,delran township ward 1 voting district 4,delran,00514,00514_delran
917,005,delran township ward 1 voting district 3,"005,delran township ward 1 voting district 3",34,050103,Delran township ward 1 voting district 3,A,00,,,,,Delran township ward 1 voting district 3,90,N,,G5240,delran township ward 1 voting district 3,delran,00513,00513_delran
918,005,delran township ward 1 voting district 2,"005,delran township ward 1 voting district 2",34,050102,Delran township ward 1 voting district 2,A,00,,,,,Delran township ward 1 voting district 2,90,N,,G5240,delran township ward 1 voting district 2,delran,00512,00512_delran
919,005,delran township ward 1 voting district 1,"005,delran township ward 1 voting district 1",34,050101,Delran township ward 1 voting district 1,A,00,,,,,Delran township ward 1 voting district 1,90,N,,G5240,delran township ward 1 voting district 1,delran,00511,00511_delran
920,005,delanco township voting district 5,"005,delanco township voting district 5",34,045005,Delanco township voting district 5,A,00,,,,,Delanco township voting district 5,90,N,,G5240,delanco township voting district 5,delanco,0055,0055_delanco
921,005,delanco township voting district 4,"005,delanco township voting district 4",34,045004,Delanco township voting district 4,A,00,,,,,Delanco township voting district 4,90,N,,G5240,delanco township voting district 4,delanco,0054,0054_delanco
922,005,delran township ward 2 voting district 2,"005,delran township ward 2 voting district 2",34,050202,Delran township ward 2 voting district 2,A,00,,,,,Delran township ward 2 voting district 2,90,N,,G5240,delran township ward 2 voting district 2,delran,00522,00522_delran
923,005,chesterfield township voting district 2,"005,chesterfield township voting district 2",34,035002,Chesterfield township voting district 2,A,00,,,,,Chesterfield township voting district 2,90,N,,G5240,chesterfield township voting district 2,chesterfield,0052,0052_chesterfield
924,005,chesterfield township voting district 1,"005,chesterfield township voting district 1",34,035001,Chesterfield township voting district 1,A,00,,,,,Chesterfield township voting district 1,90,N,,G5240,chesterfield township voting district 1,chesterfield,0051,0051_chesterfield
925,005,burlington township voting district 9,"005,burlington township voting district 9",34,030009,Burlington township voting district 9,A,00,,,,,Burlington township voting district 9,90,N,,G5240,burlingtontownship voting district 9,burlingtontownship,0059,0059_burlingtontownship
926,005,burlington city ward 1 voting district 2,"005,burlington city ward 1 voting district 2",34,025102,Burlington city ward 1 voting district 2,A,00,,,,,Burlington city ward 1 voting district 2,90,N,,G5240,burlingtoncity ward 1 voting district 2,burlingtoncity,00512,00512_burlingtoncity
927,005,burlington city ward 1 voting district 1,"005,burlington city ward 1 voting district 1",34,025101,Burlington city ward 1 voting district 1,P,00,,,,,Burlington city ward 1 voting district 1,90,S,,G5240,burlingtoncity ward 1 voting district 1,burlingtoncity,00511,00511_burlingtoncity
928,005,bordentown township voting district 8,"005,bordentown township voting district 8",34,020008,Bordentown township voting district 8,P,00,,,,,Bordentown township voting district 8,90,S,,G5240,bordentown township voting district 8,bordentown,0058,0058_bordentown
929,005,bordentown township voting district 7,"005,bordentown township voting district 7",34,020007,Bordentown township voting district 7,P,00,,,,,Bordentown township voting district 7,90,S,,G5240,bordentown township voting district 7,bordentown,0057,0057_bordentown
930,005,bordentown township voting district 6,"005,bordentown township voting district 6",34,020006,Bordentown township voting district 6,A,00,,,,,Bordentown township voting district 6,90,N,,G5240,bordentown township voting district 6,bordentown,0056,0056_bordentown
931,005,bordentown township voting district 5,"005,bordentown township voting district 5",34,020005,Bordentown township voting district 5,A,00,,,,,Bordentown township voting district 5,90,N,,G5240,bordentown township voting district 5,bordentown,0055,0055_bordentown
932,005,bordentown township voting district 4,"005,bordentown township voting district 4",34,020004,Bordentown township voting district 4,A,00,,,,,Bordentown township voting district 4,90,N,,G5240,bordentown township voting district 4,bordentown,0054,0054_bordentown
933,005,bordentown township voting district 3,"005,bordentown township voting district 3",34,020003,Bordentown township voting district 3,A,00,,,,,Bordentown township voting district 3,90,N,,G5240,bordentown township voting district 3,bordentown,0053,0053_bordentown
934,005,burlington city ward 1 voting district 3,"005,burlington city ward 1 voting district 3",34,025103,Burlington city ward 1 voting district 3,A,00,,,,,Burlington city ward 1 voting district 3,90,N,,G5240,burlingtoncity ward 1 voting district 3,burlingtoncity,00513,00513_burlingtoncity
935,005,bordentown township voting district 2,"005,bordentown township voting district 2",34,020002,Bordentown township voting district 2,A,00,,,,,Bordentown township voting district 2,90,N,,G5240,bordentown township voting district 2,bordentown,0052,0052_bordentown
936,005,bordentown city ward 3 voting district 1,"005,bordentown city ward 3 voting district 1",34,015301,Bordentown city ward 3 voting district 1,A,00,,,,,Bordentown city ward 3 voting district 1,90,N,,G5240,bordentown city ward 3 voting district 1,bordentown,00531,00531_bordentown
937,005,bordentown city ward 2 voting district 1,"005,bordentown city ward 2 voting district 1",34,015201,Bordentown city ward 2 voting district 1,P,00,,,,,Bordentown city ward 2 voting district 1,90,S,,G5240,bordentown city ward 2 voting district 1,bordentown,00521,00521_bordentown
938,005,bordentown city ward 1 voting district 3,"005,bordentown city ward 1 voting district 3",34,015103,Bordentown city ward 1 voting district 3,P,00,,,,,Bordentown city ward 1 voting district 3,90,S,,G5240,bordentown city ward 1 voting district 3,bordentown,00513,00513_bordentown
939,005,bordentown city ward 1 voting district 2,"005,bordentown city ward 1 voting district 2",34,015102,Bordentown city ward 1 voting district 2,P,00,,,,,Bordentown city ward 1 voting district 2,90,S,,G5240,bordentown city ward 1 voting district 2,bordentown,00512,00512_bordentown
940,005,beverly city voting district 3,"005,beverly city voting district 3",34,010003,Beverly city voting district 3,A,00,,,,,Beverly city voting district 3,90,N,,G5240,beverly city voting district 3,beverly,0053,0053_beverly
941,005,beverly city voting district 2,"005,beverly city voting district 2",34,010002,Beverly city voting district 2,A,00,,,,,Beverly city voting district 2,90,N,,G5240,beverly city voting district 2,beverly,0052,0052_beverly
942,005,beverly city voting district 1,"005,beverly city voting district 1",34,010001,Beverly city voting district 1,P,00,,,,,Beverly city voting district 1,90,S,,G5240,beverly city voting district 1,beverly,0051,0051_beverly
943,005,bass river township voting district 1,"005,bass river township voting district 1",34,005001,Bass River township voting district 1,A,00,,,,,Bass River township voting district 1,90,N,,G5240,bass river township voting district 1,bass,0051,0051_bass
944,005,bordentown township voting district 1,"005,bordentown township voting district 1",34,020001,Bordentown township voting district 1,P,00,,,,,Bordentown township voting district 1,90,S,,G5240,bordentown township voting district 1,bordentown,0051,0051_bordentown
945,005,burlington city ward 2 voting district 1,"005,burlington city ward 2 voting district 1",34,025201,Burlington city ward 2 voting district 1,P,00,,,,,Burlington city ward 2 voting district 1,90,S,,G5240,burlingtoncity ward 2 voting district 1,burlingtoncity,00521,00521_burlingtoncity
946,005,burlington city ward 2 voting district 2,"005,burlington city ward 2 voting district 2",34,025202,Burlington city ward 2 voting district 2,A,00,,,,,Burlington city ward 2 voting district 2,90,N,,G5240,burlingtoncity ward 2 voting district 2,burlingtoncity,00522,00522_burlingtoncity
947,005,burlington city ward 2 voting district 3,"005,burlington city ward 2 voting district 3",34,025203,Burlington city ward 2 voting district 3,P,00,,,,,Burlington city ward 2 voting district 3,90,S,,G5240,burlingtoncity ward 2 voting district 3,burlingtoncity,00523,00523_burlingtoncity
948,005,burlington township voting district 8,"005,burlington township voting district 8",34,030008,Burlington township voting district 8,A,00,,,,,Burlington township voting district 8,90,N,,G5240,burlingtontownship voting district 8,burlingtontownship,0058,0058_burlingtontownship
949,005,burlington township voting district 7,"005,burlington township voting district 7",34,030007,Burlington township voting district 7,A,00,,,,,Burlington township voting district 7,90,N,,G5240,burlingtontownship voting district 7,burlingtontownship,0057,0057_burlingtontownship
950,005,burlington township voting district 6,"005,burlington township voting district 6",34,030006,Burlington township voting district 6,A,00,,,,,Burlington township voting district 6,90,N,,G5240,burlingtontownship voting district 6,burlingtontownship,0056,0056_burlingtontownship
951,005,burlington township voting district 5,"005,burlington township voting district 5",34,030005,Burlington township voting district 5,A,00,,,,,Burlington township voting district 5,90,N,,G5240,burlingtontownship voting district 5,burlingtontownship,0055,0055_burlingtontownship
952,005,burlington township voting district 4,"005,burlington township voting district 4",34,030004,Burlington township voting district 4,A,00,,,,,Burlington township voting district 4,90,N,,G5240,burlingtontownship voting district 4,burlingtontownship,0054,0054_burlingtontownship
953,005,burlington township voting district 3,"005,burlington township voting district 3",34,030003,Burlington township voting district 3,A,00,,,,,Burlington township voting district 3,90,N,,G5240,burlingtontownship voting district 3,burlingtontownship,0053,0053_burlingtontownship
954,005,burlington township voting district 2,"005,burlington township voting district 2",34,030002,Burlington township voting district 2,A,00,,,,,Burlington township voting district 2,90,N,,G5240,burlingtontownship voting district 2,burlingtontownship,0052,0052_burlingtontownship
955,005,burlington township voting district 14,"005,burlington township voting district 14",34,030014,Burlington township voting district 14,A,00,,,,,Burlington township voting district 14,90,N,,G5240,burlingtontownship voting district 14,burlingtontownship,00514,00514_burlingtontownship
956,005,burlington township voting district 13,"005,burlington township voting district 13",34,030013,Burlington township voting district 13,A,00,,,,,Burlington township voting district 13,90,N,,G5240,burlingtontownship voting district 13,burlingtontownship,00513,00513_burlingtontownship
957,005,burlington township voting district 12,"005,burlington township voting district 12",34,030012,Burlington township voting district 12,A,00,,,,,Burlington township voting district 12,90,N,,G5240,burlingtontownship voting district 12,burlingtontownship,00512,00512_burlingtontownship
958,005,burlington township voting district 11,"005,burlington township voting district 11",34,030011,Burlington township voting district 11,A,00,,,,,Burlington township voting district 11,90,N,,G5240,burlingtontownship voting district 11,burlingtontownship,00511,00511_burlingtontownship
959,005,burlington township voting district 10,"005,burlington township voting district 10",34,030010,Burlington township voting district 10,A,00,,,,,Burlington township voting district 10,90,N,,G5240,burlingtontownship voting district 10,burlingtontownship,00510,00510_burlingtontownship
960,005,burlington township voting district 1,"005,burlington township voting district 1",34,030001,Burlington township voting district 1,A,00,,,,,Burlington township voting district 1,90,N,,G5240,burlingtontownship voting district 1,burlingtontownship,0051,0051_burlingtontownship
961,005,burlington city ward 4 voting district 3,"005,burlington city ward 4 voting district 3",34,025403,Burlington city ward 4 voting district 3,P,00,,,,,Burlington city ward 4 voting district 3,90,S,,G5240,burlingtoncity ward 4 voting district 3,burlingtoncity,00543,00543_burlingtoncity
962,005,burlington city ward 4 voting district 2,"005,burlington city ward 4 voting district 2",34,025402,Burlington city ward 4 voting district 2,A,00,,,,,Burlington city ward 4 voting district 2,90,N,,G5240,burlingtoncity ward 4 voting district 2,burlingtoncity,00542,00542_burlingtoncity
963,005,burlington city ward 4 voting district 1,"005,burlington city ward 4 voting district 1",34,025401,Burlington city ward 4 voting district 1,P,00,,,,,Burlington city ward 4 voting district 1,90,S,,G5240,burlingtoncity ward 4 voting district 1,burlingtoncity,00541,00541_burlingtoncity
964,005,burlington city ward 3 voting district 3,"005,burlington city ward 3 voting district 3",34,025303,Burlington city ward 3 voting district 3,A,00,,,,,Burlington city ward 3 voting district 3,90,N,,G5240,burlingtoncity ward 3 voting district 3,burlingtoncity,00533,00533_burlingtoncity
965,005,burlington city ward 3 voting district 2,"005,burlington city ward 3 voting district 2",34,025302,Burlington city ward 3 voting district 2,A,00,,,,,Burlington city ward 3 voting district 2,90,N,,G5240,burlingtoncity ward 3 voting district 2,burlingtoncity,00532,00532_burlingtoncity
966,005,burlington city ward 3 voting district 1,"005,burlington city ward 3 voting district 1",34,025301,Burlington city ward 3 voting district 1,A,00,,,,,Burlington city ward 3 voting district 1,90,N,,G5240,burlingtoncity ward 3 voting district 1,burlingtoncity,00531,00531_burlingtoncity
967,005,delran township ward 3 voting district 7,"005,delran township ward 3 voting district 7",34,050307,Delran township ward 3 voting district 7,A,00,,,,,Delran township ward 3 voting district 7,90,N,,G5240,delran township ward 3 voting district 7,delran,00537,00537_delran
968,005,eastampton township voting district 1,"005,eastampton township voting district 1",34,055001,Eastampton township voting district 1,A,00,,,,,Eastampton township voting district 1,90,N,,G5240,eastampton township voting district 1,eastampton,0051,0051_eastampton
969,005,bordentown city ward 1 voting district 1,"005,bordentown city ward 1 voting district 1",34,015101,Bordentown city ward 1 voting district 1,A,00,,,,,Bordentown city ward 1 voting district 1,90,N,,G5240,bordentown city ward 1 voting district 1,bordentown,00511,00511_bordentown
970,005,eastampton township voting district 3,"005,eastampton township voting district 3",34,055003,Eastampton township voting district 3,P,00,,,,,Eastampton township voting district 3,90,S,,G5240,eastampton township voting district 3,eastampton,0053,0053_eastampton
971,005,lumberton township voting district 9,"005,lumberton township voting district 9",34,950009,Lumberton township voting district 9,A,00,,,,,Lumberton township voting district 9,90,N,,G5240,lumberton township voting district 9,lumberton,0059,0059_lumberton
972,005,lumberton township voting district 8,"005,lumberton township voting district 8",34,090008,Lumberton township voting district 8,P,00,,,,,Lumberton township voting district 8,90,S,,G5240,lumberton township voting district 8,lumberton,0058,0058_lumberton
973,005,lumberton township voting district 7,"005,lumberton township voting district 7",34,090007,Lumberton township voting district 7,A,00,,,,,Lumberton township voting district 7,90,N,,G5240,lumberton township voting district 7,lumberton,0057,0057_lumberton
974,005,lumberton township voting district 6,"005,lumberton township voting district 6",34,090006,Lumberton township voting district 6,P,00,,,,,Lumberton township voting district 6,90,S,,G5240,lumberton township voting district 6,lumberton,0056,0056_lumberton
975,005,lumberton township voting district 5,"005,lumberton township voting district 5",34,090005,Lumberton township voting district 5,P,00,,,,,Lumberton township voting district 5,90,S,,G5240,lumberton township voting district 5,lumberton,0055,0055_lumberton
976,005,lumberton township voting district 4,"005,lumberton township voting district 4",34,090004,Lumberton township voting district 4,P,00,,,,,Lumberton township voting district 4,90,S,,G5240,lumberton township voting district 4,lumberton,0054,0054_lumberton
977,005,lumberton township voting district 3,"005,lumberton township voting district 3",34,090003,Lumberton township voting district 3,P,00,,,,,Lumberton township voting district 3,90,S,,G5240,lumberton township voting district 3,lumberton,0053,0053_lumberton
978,005,lumberton township voting district 2,"005,lumberton township voting district 2",34,090002,Lumberton township voting district 2,P,00,,,,,Lumberton township voting district 2,90,S,,G5240,lumberton township voting district 2,lumberton,0052,0052_lumberton
979,005,mansfield township voting district 1,"005,mansfield township voting district 1",34,095001,Mansfield township voting district 1,A,00,,,,,Mansfield township voting district 1,90,N,,G5240,mansfield township voting district 1,mansfield,0051,0051_mansfield
980,005,lumberton township voting district 10,"005,lumberton township voting district 10",34,950010,Lumberton township voting district 10,A,00,,,,,Lumberton township voting district 10,90,N,,G5240,lumberton township voting district 10,lumberton,00510,00510_lumberton
981,005,hainesport township voting district 5,"005,hainesport township voting district 5",34,080005,Hainesport township voting district 5,A,00,,,,,Hainesport township voting district 5,90,N,,G5240,hainesport township voting district 5,hainesport,0055,0055_hainesport
982,005,hainesport township voting district 4,"005,hainesport township voting district 4",34,080004,Hainesport township voting district 4,A,00,,,,,Hainesport township voting district 4,90,N,,G5240,hainesport township voting district 4,hainesport,0054,0054_hainesport
983,005,hainesport township voting district 3,"005,hainesport township voting district 3",34,080003,Hainesport township voting district 3,A,00,,,,,Hainesport township voting district 3,90,N,,G5240,hainesport township voting district 3,hainesport,0053,0053_hainesport
984,005,hainesport township voting district 2,"005,hainesport township voting district 2",34,080002,Hainesport township voting district 2,A,00,,,,,Hainesport township voting district 2,90,N,,G5240,hainesport township voting district 2,hainesport,0052,0052_hainesport
985,005,hainesport township voting district 1,"005,hainesport township voting district 1",34,080001,Hainesport township voting district 1,A,00,,,,,Hainesport township voting district 1,90,N,,G5240,hainesport township voting district 1,hainesport,0051,0051_hainesport
986,005,florence township ward 3 voting district 3,"005,florence township ward 3 voting district 3",34,075303,Florence township ward 3 voting district 3,P,00,,,,,Florence township ward 3 voting district 3,90,S,,G5240,florence township ward 3 voting district 3,florence,00533,00533_florence
987,005,florence township ward 3 voting district 2,"005,florence township ward 3 voting district 2",34,075302,Florence township ward 3 voting district 2,P,00,,,,,Florence township ward 3 voting district 2,90,S,,G5240,florence township ward 3 voting district 2,florence,00532,00532_florence
988,005,florence township ward 3 voting district 1,"005,florence township ward 3 voting district 1",34,075301,Florence township ward 3 voting district 1,P,00,,,,,Florence township ward 3 voting district 1,90,S,,G5240,florence township ward 3 voting district 1,florence,00531,00531_florence
989,005,lumberton township voting district 1,"005,lumberton township voting district 1",34,090001,Lumberton township voting district 1,A,00,,,,,Lumberton township voting district 1,90,N,,G5240,lumberton township voting district 1,lumberton,0051,0051_lumberton
990,005,mansfield township voting district 2,"005,mansfield township voting district 2",34,095002,Mansfield township voting district 2,A,00,,,,,Mansfield township voting district 2,90,N,,G5240,mansfield township voting district 2,mansfield,0052,0052_mansfield
991,005,mansfield township voting district 3,"005,mansfield township voting district 3",34,095003,Mansfield township voting district 3,A,00,,,,,Mansfield township voting district 3,90,N,,G5240,mansfield township voting district 3,mansfield,0053,0053_mansfield
992,005,mansfield township voting district 4,"005,mansfield township voting district 4",34,095004,Mansfield township voting district 4,A,00,,,,,Mansfield township voting district 4,90,N,,G5240,mansfield township voting district 4,mansfield,0054,0054_mansfield
993,005,eastampton township voting district 2,"005,eastampton township voting district 2",34,055002,Eastampton township voting district 2,P,00,,,,,Eastampton township voting district 2,90,S,,G5240,eastampton township voting district 2,eastampton,0052,0052_eastampton
994,005,maple shade township voting district 4,"005,maple shade township voting district 4",34,100004,Maple Shade township voting district 4,A,00,,,,,Maple Shade township voting district 4,90,N,,G5240,maple shade township voting district 4,maple,0054,0054_maple
995,005,maple shade township voting district 3,"005,maple shade township voting district 3",34,100003,Maple Shade township voting district 3,A,00,,,,,Maple Shade township voting district 3,90,N,,G5240,maple shade township voting district 3,maple,0053,0053_maple
996,005,maple shade township voting district 2,"005,maple shade township voting district 2",34,100002,Maple Shade township voting district 2,A,00,,,,,Maple Shade township voting district 2,90,N,,G5240,maple shade township voting district 2,maple,0052,0052_maple
997,005,maple shade township voting district 19,"005,maple shade township voting district 19",34,100019,Maple Shade township voting district 19,A,00,,,,,Maple Shade township voting district 19,90,N,,G5240,maple shade township voting district 19,maple,00519,00519_maple
998,005,maple shade township voting district 18,"005,maple shade township voting district 18",34,100018,Maple Shade township voting district 18,A,00,,,,,Maple Shade township voting district 18,90,N,,G5240,maple shade township voting district 18,maple,00518,00518_maple
999,005,maple shade township voting district 17,"005,maple shade township voting district 17",34,100017,Maple Shade township voting district 17,A,00,,,,,Maple Shade township voting district 17,90,N,,G5240,maple shade township voting district 17,maple,00517,00517_maple
1000,005,maple shade township voting district 16,"005,maple shade township voting district 16",34,100016,Maple Shade township voting district 16,A,00,,,,,Maple Shade township voting district 16,90,N,,G5240,maple shade township voting district 16,maple,00516,00516_maple
1001,005,maple shade township voting district 15,"005,maple shade township voting district 15",34,100015,Maple Shade township voting district 15,A,00,,,,,Maple Shade township voting district 15,90,N,,G5240,maple shade township voting district 15,maple,00515,00515_maple
1002,005,maple shade township voting district 14,"005,maple shade township voting district 14",34,100014,Maple Shade township voting district 14,A,00,,,,,Maple Shade township voting district 14,90,N,,G5240,maple shade township voting district 14,maple,00514,00514_maple
1003,005,maple shade township voting district 13,"005,maple shade township voting district 13",34,100013,Maple Shade township voting district 13,A,00,,,,,Maple Shade township voting district 13,90,N,,G5240,maple shade township voting district 13,maple,00513,00513_maple
1004,005,maple shade township voting district 12,"005,maple shade township voting district 12",34,100012,Maple Shade township voting district 12,A,00,,,,,Maple Shade township voting district 12,90,N,,G5240,maple shade township voting district 12,maple,00512,00512_maple
1005,005,maple shade township voting district 11,"005,maple shade township voting district 11",34,100011,Maple Shade township voting district 11,A,00,,,,,Maple Shade township voting district 11,90,N,,G5240,maple shade township voting district 11,maple,00511,00511_maple
1006,005,maple shade township voting district 10,"005,maple shade township voting district 10",34,100010,Maple Shade township voting district 10,A,00,,,,,Maple Shade township voting district 10,90,N,,G5240,maple shade township voting district 10,maple,00510,00510_maple
1007,005,maple shade township voting district 1,"005,maple shade township voting district 1",34,100001,Maple Shade township voting district 1,A,00,,,,,Maple Shade township voting district 1,90,N,,G5240,maple shade township voting district 1,maple,0051,0051_maple
1008,005,mansfield township voting district 8,"005,mansfield township voting district 8",34,095008,Mansfield township voting district 8,A,00,,,,,Mansfield township voting district 8,90,N,,G5240,mansfield township voting district 8,mansfield,0058,0058_mansfield
1009,005,mansfield township voting district 7,"005,mansfield township voting district 7",34,055007,Mansfield township voting district 7,A,00,,,,,Mansfield township voting district 7,90,N,,G5240,mansfield township voting district 7,mansfield,0057,0057_mansfield
1010,005,mansfield township voting district 6,"005,mansfield township voting district 6",34,095006,Mansfield township voting district 6,A,00,,,,,Mansfield township voting district 6,90,N,,G5240,mansfield township voting district 6,mansfield,0056,0056_mansfield
1011,005,mansfield township voting district 5,"005,mansfield township voting district 5",34,095005,Mansfield township voting district 5,A,00,,,,,Mansfield township voting district 5,90,N,,G5240,mansfield township voting district 5,mansfield,0055,0055_mansfield
1012,005,florence township ward 2 voting district 3,"005,florence township ward 2 voting district 3",34,075203,Florence township ward 2 voting district 3,A,00,,,,,Florence township ward 2 voting district 3,90,N,,G5240,florence township ward 2 voting district 3,florence,00523,00523_florence
